MeasureID,ImplementingAgency,AnnouncedYear,StateActTitle,CountryImposing_cleaned,D_IP_bert_3,D_OTHER_INTENTION_bert_3,D_NOT_ENOUGH_INFO_bert_3,MeasureAffectedProducts,MAST_chapterName,MeasureType,firm_specific,ImplementationLevel,same_year_published
96022,United States Department of Agriculture,2015,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96023,United States Department of Agriculture,2015,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96024,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96025,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96026,United States Department of Agriculture,2014,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96027,United States Department of Agriculture,2013,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96028,United States Department of Agriculture,2011,"United States of America: The Department of Agriculture provides trade finance to Cargill, Incorporated",United States of America,1,0,0,"100610,100620,100630,100640,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,151110,151190,151311,151319,151321,151329,151411,151419,151491,151499,151511,151519,151521,151529,151530,151550,151590,170114,170199,170290,180690,230910,230990,250100,300410,300420,300431,300432,300439,300440,300450,300490,382600,520100",Export-related measures,Trade finance,Firm specific,national,
96029,United States Department of Agriculture,2012,United States of America: The Department of Agriculture provides trade finance to Amicus Resources LLC,United States of America,1,0,0,"110412,110419,110422,110423,110429,110430,190410,190420,190430,190490,270900,860900",Export-related measures,Trade finance,Firm specific,national,
96030,United States Department of Agriculture,2013,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96031,United States Department of Agriculture,2012,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96032,United States Department of Agriculture,2012,"United States of America: The Department of Agriculture provides trade finance to Cargill, Incorporated",United States of America,1,0,0,"100610,100620,100630,100640,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,151110,151190,151311,151319,151321,151329,151411,151419,151491,151499,151511,151519,151521,151529,151530,151550,151590,170114,170199,170290,180690,230910,230990,250100,300410,300420,300431,300432,300439,300440,300450,300490,382600,520100",Export-related measures,Trade finance,Firm specific,national,
96033,United States Department of Agriculture,2015,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96034,United States Department of Agriculture,2012,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96035,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96036,United States Department of Agriculture,2012,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96037,United States Department of Agriculture,2013,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96038,United States Department of Agriculture,2012,"United States of America: The Department of Agriculture provides trade finance to Sjm Trading, LLC",United States of America,1,0,0,NA,Export-related measures,Trade finance,Firm specific,national,
96039,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96040,United States Department of Agriculture,2015,United States of America: The Department of Agriculture provides trade finance to Louis Dreyfus Co. Oilseeds Merchandising LLC,United States of America,1,0,0,"100111,100119,100191,100199,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,120910,120921,120922,120923,120924,120925,120929,120930,120991,120999,230910,230990",Export-related measures,Trade finance,Firm specific,national,
96041,United States Department of Agriculture,2016,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96042,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96043,United States Department of Agriculture,2011,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96044,United States Department of Agriculture,2012,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96045,United States Department of Agriculture,2010,United States of America: The Department of Agriculture provides trade finance to Inguran LLC,United States of America,1,0,0,NA,Export-related measures,Trade finance,Firm specific,national,
96046,United States Department of Agriculture,2015,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96047,United States Department of Agriculture,2016,United States of America: The Department of Agriculture provides trade finance to Louis Dreyfus Company Grains Merchandising LLC,United States of America,1,0,0,"100410,100490,100510,100590,100610,100620,100630,100640,110220,110290,110510,110520,110900,230910,230990",Export-related measures,Trade finance,Firm specific,national,
96048,United States Department of Agriculture,2012,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96049,United States Department of Agriculture,2013,United States of America: The Department of Agriculture provides trade finance to Amicus Resources LLC,United States of America,1,0,0,"110412,110419,110422,110423,110429,110430,190410,190420,190430,190490,270900,860900",Export-related measures,Trade finance,Firm specific,national,
96050,United States Department of Agriculture,2013,United States of America: The Department of Agriculture provides trade finance to Noble Americas Corp,United States of America,1,0,0,"271111,271121,271600,890110,890120,890130,890190",Export-related measures,Trade finance,Firm specific,national,
96051,United States Department of Agriculture,2011,United States of America: The Department of Agriculture provides trade finance to Gdc Trading LLC,United States of America,1,0,0,"100111,100119,100191,100199,100310,100390,100510,100590,100610,100620,100630,100640,260300,741910,741991,741999,750810,750890",Export-related measures,Trade finance,Firm specific,national,
96052,United States Department of Agriculture,2011,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96053,United States Department of Agriculture,2011,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96054,United States Department of Agriculture,2012,United States of America: The Department of Agriculture provides trade finance to Amicus Resources LLC,United States of America,1,0,0,"110412,110419,110422,110423,110429,110430,190410,190420,190430,190490,270900,860900",Export-related measures,Trade finance,Firm specific,national,
96055,United States Department of Agriculture,2010,"United States of America: The Department of Agriculture provides trade finance to Cargill, Incorporated",United States of America,1,0,0,"100610,100620,100630,100640,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,151110,151190,151311,151319,151321,151329,151411,151419,151491,151499,151511,151519,151521,151529,151530,151550,151590,170114,170199,170290,180690,230910,230990,250100,300410,300420,300431,300432,300439,300440,300450,300490,382600,520100",Export-related measures,Trade finance,Firm specific,national,
96056,United States Department of Agriculture,2011,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96057,United States Department of Agriculture,2014,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96058,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96059,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Cargill, Incorporated",United States of America,1,0,0,"100610,100620,100630,100640,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,151110,151190,151311,151319,151321,151329,151411,151419,151491,151499,151511,151519,151521,151529,151530,151550,151590,170114,170199,170290,180690,230910,230990,250100,300410,300420,300431,300432,300439,300440,300450,300490,382600,520100",Export-related measures,Trade finance,Firm specific,national,
96060,United States Department of Agriculture,2015,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96061,United States Department of Agriculture,2010,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96062,United States Department of Agriculture,2009,United States of America: The Department of Agriculture provides trade finance to Gdc Trading LLC,United States of America,1,0,0,"100111,100119,100191,100199,100310,100390,100510,100590,100610,100620,100630,100640,260300,741910,741991,741999,750810,750890",Export-related measures,Trade finance,Firm specific,national,
96063,United States Department of Agriculture,2009,United States of America: The Department of Agriculture provides trade finance to Gdc Trading LLC,United States of America,1,0,0,"100111,100119,100191,100199,100310,100390,100510,100590,100610,100620,100630,100640,260300,741910,741991,741999,750810,750890",Export-related measures,Trade finance,Firm specific,national,
96064,United States Department of Agriculture,2016,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96065,United States Department of Agriculture,2013,United States of America: The Department of Agriculture provides trade finance to Noble Americas Corp,United States of America,1,0,0,"271111,271121,271600,890110,890120,890130,890190",Export-related measures,Trade finance,Firm specific,national,
96066,United States Department of Agriculture,2013,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96067,United States Department of Agriculture,2011,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96068,United States Department of Agriculture,2012,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96069,United States Department of Agriculture,2011,"United States of America: The Department of Agriculture provides trade finance to Cargill, Incorporated",United States of America,1,0,0,"100610,100620,100630,100640,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,151110,151190,151311,151319,151321,151329,151411,151419,151491,151499,151511,151519,151521,151529,151530,151550,151590,170114,170199,170290,180690,230910,230990,250100,300410,300420,300431,300432,300439,300440,300450,300490,382600,520100",Export-related measures,Trade finance,Firm specific,national,
96070,United States Department of Agriculture,2014,United States of America: The Department of Agriculture provides trade finance to Amicus Resources LLC,United States of America,1,0,0,"110412,110419,110422,110423,110429,110430,190410,190420,190430,190490,270900,860900",Export-related measures,Trade finance,Firm specific,national,
96071,United States Department of Agriculture,2015,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96072,United States Department of Agriculture,2015,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96073,United States Department of Agriculture,2013,United States of America: The Department of Agriculture provides trade finance to Archer-Daniels-Midland Company,United States of America,1,0,0,"110100,110811,110812,110819,170260,170290,220710,220720,293090",Export-related measures,Trade finance,Firm specific,national,
96074,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96075,United States Department of Agriculture,2012,United States of America: The Department of Agriculture provides trade finance to Archer-Daniels-Midland Company,United States of America,1,0,0,"110100,110811,110812,110819,170260,170290,220710,220720,293090",Export-related measures,Trade finance,Firm specific,national,
96076,United States Department of Agriculture,2011,United States of America: The Department of Agriculture provides trade finance to Louis Dreyfus Company Grains Merchandising LLC,United States of America,1,0,0,"100410,100490,100510,100590,100610,100620,100630,100640,110220,110290,110510,110520,110900,230910,230990",Export-related measures,Trade finance,Firm specific,national,
96077,United States Department of Agriculture,2012,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96078,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Cargill, Incorporated",United States of America,1,0,0,"100610,100620,100630,100640,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,151110,151190,151311,151319,151321,151329,151411,151419,151491,151499,151511,151519,151521,151529,151530,151550,151590,170114,170199,170290,180690,230910,230990,250100,300410,300420,300431,300432,300439,300440,300450,300490,382600,520100",Export-related measures,Trade finance,Firm specific,national,
96079,United States Department of Agriculture,2013,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96080,United States Department of Agriculture,2015,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96081,United States Department of Agriculture,2010,"United States of America: The Department of Agriculture provides trade finance to Cargill Americas, Inc",United States of America,1,0,0,"060490,100199,120799,151110,151190,382600,843210,843221,843229,843230,843240,843280,843290",Export-related measures,Trade finance,Firm specific,national,
96082,United States Department of Agriculture,2012,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96083,United States Department of Agriculture,2010,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96084,United States Department of Agriculture,2012,United States of America: The Department of Agriculture provides trade finance to Amicus Resources LLC,United States of America,1,0,0,"110412,110419,110422,110423,110429,110430,190410,190420,190430,190490,270900,860900",Export-related measures,Trade finance,Firm specific,national,
96085,United States Department of Agriculture,2014,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96086,United States Department of Agriculture,2011,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96087,United States Department of Agriculture,2008,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96088,United States Department of Agriculture,2010,"United States of America: The Department of Agriculture provides trade finance to Cargill Americas, Inc",United States of America,1,0,0,"060490,100199,120799,151110,151190,382600,843210,843221,843229,843230,843240,843280,843290",Export-related measures,Trade finance,Firm specific,national,
96089,United States Department of Agriculture,2011,"United States of America: The Department of Agriculture provides trade finance to Cargill, Incorporated",United States of America,1,0,0,"100610,100620,100630,100640,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,151110,151190,151311,151319,151321,151329,151411,151419,151491,151499,151511,151519,151521,151529,151530,151550,151590,170114,170199,170290,180690,230910,230990,250100,300410,300420,300431,300432,300439,300440,300450,300490,382600,520100",Export-related measures,Trade finance,Firm specific,national,
96090,United States Department of Agriculture,2009,United States of America: The Department of Agriculture provides trade finance to Archer-Daniels-Midland Company,United States of America,1,0,0,"110100,110811,110812,110819,170260,170290,220710,220720,293090",Export-related measures,Trade finance,Firm specific,national,
96091,United States Department of Agriculture,2014,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96092,United States Department of Agriculture,2013,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96093,United States Department of Agriculture,2012,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96094,United States Department of Agriculture,2011,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96095,United States Department of Agriculture,2009,United States of America: The Department of Agriculture provides trade finance to Noble Americas Corp,United States of America,1,0,0,"271111,271121,271600,890110,890120,890130,890190",Export-related measures,Trade finance,Firm specific,national,
96096,United States Department of Agriculture,2015,United States of America: The Department of Agriculture provides trade finance to Louis Dreyfus Co. Oilseeds Merchandising LLC,United States of America,1,0,0,"100111,100119,100191,100199,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,120910,120921,120922,120923,120924,120925,120929,120930,120991,120999,230910,230990",Export-related measures,Trade finance,Firm specific,national,
96097,United States Department of Agriculture,2014,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96098,United States Department of Agriculture,2012,United States of America: The Department of Agriculture provides trade finance to Zen-Noh Grain Corp,United States of America,1,0,0,NA,Export-related measures,Trade finance,Firm specific,national,
96099,United States Department of Agriculture,2015,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96100,United States Department of Agriculture,2012,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96101,United States Department of Agriculture,2013,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96102,United States Department of Agriculture,2016,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96103,United States Department of Agriculture,2012,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96104,United States Department of Agriculture,2013,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96105,United States Department of Agriculture,2013,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96106,United States Department of Agriculture,2010,"United States of America: The Department of Agriculture provides trade finance to C J America, Inc",United States of America,1,0,0,"950510,950590",Export-related measures,Trade finance,Firm specific,national,
96107,United States Department of Agriculture,2013,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96108,United States Department of Agriculture,2012,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96109,United States Department of Agriculture,2010,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96110,United States Department of Agriculture,2014,United States of America: The Department of Agriculture provides trade finance to Louis Dreyfus Co. Oilseeds Merchandising LLC,United States of America,1,0,0,"100111,100119,100191,100199,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,120910,120921,120922,120923,120924,120925,120929,120930,120991,120999,230910,230990",Export-related measures,Trade finance,Firm specific,national,
96111,United States Department of Agriculture,2011,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96112,United States Department of Agriculture,2013,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96113,United States Department of Agriculture,2011,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96114,United States Department of Agriculture,2011,"United States of America: The Department of Agriculture provides trade finance to Cargill Americas, Inc",United States of America,1,0,0,"060490,100199,120799,151110,151190,382600,843210,843221,843229,843230,843240,843280,843290",Export-related measures,Trade finance,Firm specific,national,
96115,United States Department of Agriculture,2011,"United States of America: The Department of Agriculture provides trade finance to Cargill, Incorporated",United States of America,1,0,0,"100610,100620,100630,100640,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,151110,151190,151311,151319,151321,151329,151411,151419,151491,151499,151511,151519,151521,151529,151530,151550,151590,170114,170199,170290,180690,230910,230990,250100,300410,300420,300431,300432,300439,300440,300450,300490,382600,520100",Export-related measures,Trade finance,Firm specific,national,
96116,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Cargill, Incorporated",United States of America,1,0,0,"100610,100620,100630,100640,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,151110,151190,151311,151319,151321,151329,151411,151419,151491,151499,151511,151519,151521,151529,151530,151550,151590,170114,170199,170290,180690,230910,230990,250100,300410,300420,300431,300432,300439,300440,300450,300490,382600,520100",Export-related measures,Trade finance,Firm specific,national,
96117,United States Department of Agriculture,2010,United States of America: The Department of Agriculture provides trade finance to Noble Americas Corp,United States of America,1,0,0,"271111,271121,271600,890110,890120,890130,890190",Export-related measures,Trade finance,Firm specific,national,
96118,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Agrex, Inc",United States of America,1,0,0,230320,Export-related measures,Trade finance,Firm specific,national,
96119,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96120,United States Department of Agriculture,2010,"United States of America: The Department of Agriculture provides trade finance to Cargill, Incorporated",United States of America,1,0,0,"100610,100620,100630,100640,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,151110,151190,151311,151319,151321,151329,151411,151419,151491,151499,151511,151519,151521,151529,151530,151550,151590,170114,170199,170290,180690,230910,230990,250100,300410,300420,300431,300432,300439,300440,300450,300490,382600,520100",Export-related measures,Trade finance,Firm specific,national,
96121,United States Department of Agriculture,2012,United States of America: The Department of Agriculture provides trade finance to Gsts LLC,United States of America,1,0,0,"030111,030119,030191,030192,030193,030194,030195,030199,060210,060220,060230,060240,060290,151211,151219,151221,151229",Export-related measures,Trade finance,Firm specific,national,
96122,United States Department of Agriculture,2009,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96123,United States Department of Agriculture,2012,"United States of America: The Department of Agriculture provides trade finance to Gtr, LLC",United States of America,1,0,0,"902212,902213,902214,902219,902221,902229,902230,902290",Export-related measures,Trade finance,Firm specific,national,
96124,United States Department of Agriculture,2010,"United States of America: The Department of Agriculture provides trade finance to Cargill Americas, Inc",United States of America,1,0,0,"060490,100199,120799,151110,151190,382600,843210,843221,843229,843230,843240,843280,843290",Export-related measures,Trade finance,Firm specific,national,
96125,United States Department of Agriculture,2014,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
96126,United States Department of Agriculture,2015,United States of America: The Department of Agriculture provides trade finance to Louis Dreyfus Co. Oilseeds Merchandising LLC,United States of America,1,0,0,"100111,100119,100191,100199,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,120910,120921,120922,120923,120924,120925,120929,120930,120991,120999,230910,230990",Export-related measures,Trade finance,Firm specific,national,
96127,United States Department of Agriculture,2010,"United States of America: The Department of Agriculture provides trade finance to Cargill, Incorporated",United States of America,1,0,0,"100610,100620,100630,100640,120710,120721,120729,120730,120740,120750,120760,120770,120791,120799,151110,151190,151311,151319,151321,151329,151411,151419,151491,151499,151511,151519,151521,151529,151530,151550,151590,170114,170199,170290,180690,230910,230990,250100,300410,300420,300431,300432,300439,300440,300450,300490,382600,520100",Export-related measures,Trade finance,Firm specific,national,
96128,United States Department of Agriculture,2014,"United States of America: The Department of Agriculture provides trade finance to Cfsit, Inc",United States of America,1,0,0,"190410,190420,250100,292511",Export-related measures,Trade finance,Firm specific,national,
96129,United States Department of Agriculture,2008,"United States of America: The Department of Agriculture provides trade finance to Bunge Global Markets, Inc",United States of America,1,0,0,"100199,100590,120729,120799,151411,151419,151491,151499,151590,170112,170113,170114,170191,170199,230910,230990,310590",Export-related measures,Trade finance,Firm specific,national,
